dataset,project,package,complextype,method,smell,severity,multiclass,NOP_method,CC_method,ATFD_method,FDP_method,CM_method,MAXNESTING_method,LOC_method,CYCLO_method,NMCS_method,NOLV_method,MaMCL_method,NOAV_method,LAA_method,FANOUT_method,CFNAMM_method,ATLD_method,CLNAMM_method,CINT_method,MeMCL_method,CDISP_method,isStatic_method,AMWNAMM_type,AMW_type,ATFD_type,CBO_type,CFNAMM_type,DIT_type,FANOUT_type,LCOM5_type,LOCNAMM_type,LOC_package,LOC_project,LOC_type,NIM_type,NMO_type,NOAM_type,NOA_type,NOCS_package,NOCS_project,NOCS_type,NOC_type,NOII_type,NOI_package,NOI_project,NOMNAMM_package,NOMNAMM_project,NOMNAMM_type,NOM_package,NOM_project,NOM_type,NOPA_type,NOPK_project,RFC_type,TCC_type,WMCNAMM_type,WMC_type,WOC_type,isStatic_type,modifier_type,num_final_attributes,num_final_not_static_attributes,num_final_static_attributes,num_not_final_not_static_attributes,num_static_attributes,num_static_not_final_attributes,number_abstract_methods,number_constructor_DefaultConstructor_methods,number_constructor_NotDefaultConstructor_methods,number_final_methods,number_final_not_static_methods,number_final_static_methods,number_not_abstract_not_final_methods,number_not_final_not_static_methods,number_not_final_static_methods,number_package_visibility_attributes,number_package_visibility_methods,number_private_visibility_attributes,number_private_visibility_methods,number_protected_visibility_attributes,number_protected_visibility_methods,number_public_visibility_methods,number_standard_design_methods,number_static_methods,visibility_type
long-method,pooka-3.0-080505,net.suberic.pooka.resource,JDBCResourceManager,createPookaTrustManager(TrustManager[]String),0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.4285714285714200,3.4285714285714200,3.0,11.0,16.0,2.0,11.0,0.0,151.0,473.0,68127.0,151.0,10.0,0.0,0.0,0.0,4.0,813.0,0.0,0.0,0.0,0.0,36.0,32.0,3762.0,7.0,32.0,4551.0,7.0,0.0,28.0,37.0,0.0,24.0,24.0,1.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,1.0,public
long-method,pooka-3.0-080505,net.suberic.pooka.resource,JDBCResourceManager,createVariableBundle(StringVariableBundle),0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,22.0,2.0,0.0,3.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.4285714285714200,3.4285714285714200,3.0,11.0,16.0,2.0,11.0,0.0,151.0,473.0,68127.0,151.0,10.0,0.0,0.0,0.0,4.0,813.0,0.0,0.0,0.0,0.0,36.0,32.0,3762.0,7.0,32.0,4551.0,7.0,0.0,28.0,37.0,0.0,24.0,24.0,1.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,1.0,public
data-class,pooka-3.0-080505,net.suberic.pooka.resource,JDBCResourceManager,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.428571429,3.428571429,3,11,16,2,11,0,151,473,68127,151,10,0,0,0,4,813,0,0,0,0,36,32,3762,7,32,4551,7,0,28,37,0,24,24,1,0,other,0,0,0,0,0,0,0,1,0,0,0,0,8,7,1,0,0,0,0,0,0,8,7,1,public
feature-long,pooka-3.0-080505,net.suberic.pooka.thread,LoadMessageThread,loadWaitingMessages(),1.0,2.0,5.0,0.0,0.0,10.0,4.0,0.0,11.0,171.0,39.0,5.0,18.0,2.0,31.0,0.23076923076923078,5.0,10.0,3.0,5.0,17.0,2.0,0.29411764705882354,0.0,4.555555555555550,3.782608695652170,10.0,7.0,12.0,2.0,7.0,0.9214876033057852,405.0,1082.0,68127.0,430.0,44.0,1.0,5.0,11.0,6.0,813.0,0.0,0.0,0.0,0.0,36.0,54.0,3762.0,18.0,69.0,4551.0,23.0,2.0,28.0,42.0,0.38571428571428573,82.0,87.0,0.7083333333333334,0.0,other,0.0,0.0,0.0,9.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,22.0,17.0,0.0,public
data-class,pooka-3.0-080505,net.suberic.util.gui.propedit,PropertyValueVetoException,,1.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.142857143,0,1,0,3,0,1,20,6239,68127,63,14,1,5,5,62,813,0,0,0,3,36,335,3762,2,404,4551,7,0,28,7,0.3,2,8,0.285714286,0,other,0,0,0,5,0,0,0,0,2,0,0,0,7,7,0,5,0,0,0,0,0,7,0,0,public
god-class,proguard-4.5.1,proguard.optimize.evaluation,EvaluationShrinker,,1.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.837209302,5.837209302,36,94,53,2,23,0.949579832,1958,5176,82661,1958,114,2,0,17,13,604,4,0,1,0,41,166,4917,43,173,5154,43,0,33,210,0.333333333,251,251,1,0,other,12,10,2,5,2,0,0,0,2,0,0,0,43,43,0,0,0,17,38,0,0,5,41,0,public
god-class,proguard-4.5.1,proguard.optimize.evaluation,PartialEvaluator,,1.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.184210526,3.184210526,19,99,55,2,22,0.922604423,1241,5176,82661,1241,114,2,0,22,13,604,1,0,2,0,41,166,4917,38,173,5154,38,3,33,212,0.458498024,121,121,0.892857143,0,other,13,7,6,9,6,0,0,0,4,0,0,0,38,38,0,0,0,19,13,0,0,25,34,0,public
long-method,proguard-4.5.1,proguard.optimize.info,CaughtClassFilter,CaughtClassFilter(ClassVisitor),0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666600,1.6666666666666600,0.0,4.0,3.0,1.0,2.0,0.5,31.0,2473.0,82661.0,31.0,0.0,0.0,0.0,1.0,28.0,604.0,0.0,0.0,1.0,0.0,41.0,215.0,4917.0,3.0,226.0,5154.0,3.0,0.0,33.0,6.0,1.0,5.0,5.0,1.0,0.0,other,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,public
long-method,proguard-4.5.1,proguard.optimize.info,CaughtClassFilter,visitLibraryClass(LibraryClass),0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.6666666666666600,1.6666666666666600,0.0,4.0,3.0,1.0,2.0,0.5,31.0,2473.0,82661.0,31.0,0.0,0.0,0.0,1.0,28.0,604.0,0.0,0.0,1.0,0.0,41.0,215.0,4917.0,3.0,226.0,5154.0,3.0,0.0,33.0,6.0,1.0,5.0,5.0,1.0,0.0,other,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,public
long-method,proguard-4.5.1,proguard.optimize.info,CaughtClassFilter,visitProgramClass(ProgramClass),0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.6666666666666600,1.6666666666666600,0.0,4.0,3.0,1.0,2.0,0.5,31.0,2473.0,82661.0,31.0,0.0,0.0,0.0,1.0,28.0,604.0,0.0,0.0,1.0,0.0,41.0,215.0,4917.0,3.0,226.0,5154.0,3.0,0.0,33.0,6.0,1.0,5.0,5.0,1.0,0.0,other,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,public
feature-envy,proguard-4.5.1,proguard.optimize.info,ReadWriteFieldMarker,visitConstantInstruction(ClazzMethodCodeAttributeintConstantInstruction),1.0,1.0,1.0,5.0,0.0,8.0,3.0,0.0,1.0,32.0,7.0,0.0,6.0,0.0,13.0,0.2,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.9090909090909000,1.9090909090909000,8.0,82.0,8.0,2.0,4.0,0.9,127.0,2473.0,82661.0,127.0,109.0,7.0,0.0,2.0,28.0,604.0,0.0,0.0,3.0,0.0,41.0,215.0,4917.0,11.0,226.0,5154.0,11.0,0.0,33.0,128.0,0.027777777777777776,21.0,21.0,1.0,0.0,other,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,8.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,10.0,11.0,4.0,public
long-method,proguard-4.5.1,proguard.optimize.info,SideEffectInstructionChecker,visitSimpleInstruction(ClazzMethodCodeAttributeintSimpleInstruction),0.0,0.0,0.0,5.0,0.0,18.0,2.0,0.0,2.0,29.0,19.0,0.0,6.0,0.0,22.0,0.1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.6153846153846100,3.6153846153846100,31.0,86.0,11.0,2.0,8.0,0.5416666666666666,184.0,2473.0,82661.0,184.0,105.0,11.0,0.0,2.0,28.0,604.0,0.0,0.0,3.0,0.0,41.0,215.0,4917.0,13.0,226.0,5154.0,13.0,0.0,33.0,129.0,0.6818181818181818,47.0,47.0,1.0,0.0,other,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,13.0,12.0,0.0,public
long-method,proguard-4.5.1,proguard.retrace,ReTrace,execute(),1.0,2.0,5.0,0.0,1.0,0.0,0.0,1.0,6.0,241.0,36.0,0.0,24.0,0.0,33.0,1.0,2.0,4.0,9.0,5.0,4.0,0.0,0.5,0.0,6.916666666666660,6.916666666666660,0.0,2.0,8.0,1.0,4.0,0.9772727272727273,713.0,713.0,82661.0,713.0,0.0,0.0,0.0,16.0,3.0,604.0,2.0,0.0,1.0,0.0,41.0,16.0,4917.0,12.0,16.0,5154.0,12.0,1.0,33.0,20.0,0.7,83.0,83.0,875,0.0,other,13.0,4.0,9.0,3.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,11.0,1.0,0.0,0.0,15.0,5.0,0.0,0.0,7.0,10.0,1.0,public
god-class,quartz-1.8.3,org.quartz,CronExpression,,1.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.03703704,10.70967742,3,2,1,1,1,0.926190476,1357,12436,52319,1399,0,2,4,28,36,280,0,1,2,9,36,462,2438,27,596,2923,31,0,44,32,0.278325123,325,332,0.75,0,other,14,0,14,14,14,0,0,0,1,0,0,0,31,30,1,0,0,3,1,25,18,12,26,1,public
god-class,quartz-1.8.3,org.quartz.impl,StdSchedulerFactory,,1.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.222222222,7.904761905,38,34,60,1,27,0.986507937,1277,5065,52319,1381,0,0,3,63,15,280,0,0,1,0,36,266,2438,18,282,2923,21,59,44,115,0.4,148,166,0.14084507,0,other,60,1,59,3,59,0,0,0,3,0,0,0,21,20,1,0,0,4,8,0,1,12,15,1,public
feature-long,quartz-1.8.3,org.quartz.impl.jdbcjobstore,JobStoreSupport,clusterRecover(ConnectionList),1.0,2.0,5.0,2.0,0.0,18.0,6.0,0.0,8.0,163.0,16.0,0.0,22.0,0.0,56.0,0.3333333333333333,9.0,18.0,9.0,4.0,31.0,0.0,0.2903225806451613,0.0,3.194915254237280,2.770700636942670,43.0,31.0,181.0,1.0,69.0,0.9896449704142012,3392.0,12094.0,52319.0,3877.0,0.0,0.0,39.0,39.0,71.0,280.0,46.0,2.0,2.0,7.0,36.0,469.0,2438.0,118.0,560.0,2923.0,157.0,0.0,44.0,366.0,0.24011007911936705,377.0,435.0,0.0,0.0,abstract,6.0,1.0,5.0,32.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,155.0,157.0,0.0,0.0,0.0,22.0,4.0,17.0,62.0,91.0,118.0,0.0,public
god-class,quartz-1.8.3,org.quartz.impl.jdbcjobstore,JobStoreSupport,,1.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.194915254,2.770700637,43,31,181,1,69,0.98964497,3392,12094,52319,3877,0,0,39,39,71,280,46,2,2,7,36,469,2438,118,560,2923,157,0,44,366,0.240110079,377,435,0,0,abstract,6,1,5,32,6,1,2,0,0,0,0,0,155,157,0,0,0,22,4,17,62,91,118,0,public
data-class,quartz-1.8.3,org.quartz.impl.jdbcjobstore,SchedulerStateRecord,,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0.8,19,12094,52319,61,0,0,6,3,71,280,0,0,1,7,36,469,2438,0,560,2923,6,0,44,6,0.2,0,6,0,0,other,0,0,0,3,0,0,0,1,0,0,0,0,7,7,0,0,0,3,0,0,0,7,0,0,public
god-class_dataclass,quartz-1.8.3,org.quartz.xml,org.quartz.xml.XMLSchedulingDataProcessor$1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.333333333,2.333333333,1,1,0,1,0,0,29,1238,52319,29,0,0,0,0,3,280,0,0,1,0,36,46,2438,3,49,2923,3,0,44,3,0,7,7,0,0,other,0,0,0,0,0,0,0,1,0,0,0,0,4,4,0,0,1,0,0,0,0,3,3,0,package
long-method,quartz-1.8.3,org.quartz.xml,XMLSchedulingDataProcessor,initDocumentParser(),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,49.0,1.0,0.0,2.0,0.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,4.2631578947368400,4.1,14.0,11.0,34.0,1.0,12.0,0.9638694638694639,1100.0,1238.0,52319.0,1127.0,0.0,0.0,2.0,22.0,3.0,280.0,1.0,0.0,1.0,0.0,36.0,46.0,2438.0,38.0,49.0,2923.0,40.0,5.0,44.0,88.0,0.4267425320056899,162.0,164.0,0.7272727272727273,0.0,other,8.0,1.0,7.0,14.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,5.0,1.0,12.0,22.0,17.0,37.0,0.0,public
long-method,quartz-1.8.3,org.quartz.xml,XMLSchedulingDataProcessor,process(InputSource),1.0,2.0,5.0,1.0,0.0,8.0,3.0,0.0,4.0,244.0,41.0,0.0,59.0,0.0,84.0,0.5789473684210527,7.0,8.0,11.0,6.0,15.0,0.0,0.4666666666666667,0.0,4.2631578947368400,4.1,14.0,11.0,34.0,1.0,12.0,0.9638694638694639,1100.0,1238.0,52319.0,1127.0,0.0,0.0,2.0,22.0,3.0,280.0,1.0,0.0,1.0,0.0,36.0,46.0,2438.0,38.0,49.0,2923.0,40.0,5.0,44.0,88.0,0.4267425320056899,162.0,164.0,0.7272727272727273,0.0,other,8.0,1.0,7.0,14.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,5.0,1.0,12.0,22.0,17.0,37.0,0.0,public
long-method,quartz-1.8.3,org.quartz.xml,XMLSchedulingDataProcessor,resolveSchemaSource(),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,24.0,2.0,0.0,3.0,0.0,6.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,4.2631578947368400,4.1,14.0,11.0,34.0,1.0,12.0,0.9638694638694639,1100.0,1238.0,52319.0,1127.0,0.0,0.0,2.0,22.0,3.0,280.0,1.0,0.0,1.0,0.0,36.0,46.0,2438.0,38.0,49.0,2923.0,40.0,5.0,44.0,88.0,0.4267425320056899,162.0,164.0,0.7272727272727273,0.0,other,8.0,1.0,7.0,14.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,5.0,1.0,12.0,22.0,17.0,37.0,0.0,public
long-method,quartz-1.8.3,org.quartz.xml,XMLSchedulingDataProcessor,scheduleJobs(Scheduler),1.0,2.0,5.0,1.0,0.0,6.0,2.0,0.0,8.0,176.0,41.0,0.0,14.0,0.0,21.0,0.14285714285714285,5.0,15.0,1.0,5.0,22.0,0.0,0.22727272727272727,0.0,4.2631578947368400,4.1,14.0,11.0,34.0,1.0,12.0,0.9638694638694639,1100.0,1238.0,52319.0,1127.0,0.0,0.0,2.0,22.0,3.0,280.0,1.0,0.0,1.0,0.0,36.0,46.0,2438.0,38.0,49.0,2923.0,40.0,5.0,44.0,88.0,0.4267425320056899,162.0,164.0,0.7272727272727273,0.0,other,8.0,1.0,7.0,14.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,5.0,1.0,12.0,22.0,17.0,37.0,0.0,public
long-method,quartz-1.8.3,org.quartz.xml,XMLSchedulingDataProcessor,XMLSchedulingDataProcessor(ClassLoadHelper),0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.2631578947368400,4.1,14.0,11.0,34.0,1.0,12.0,0.9638694638694639,1100.0,1238.0,52319.0,1127.0,0.0,0.0,2.0,22.0,3.0,280.0,1.0,0.0,1.0,0.0,36.0,46.0,2438.0,38.0,49.0,2923.0,40.0,5.0,44.0,88.0,0.4267425320056899,162.0,164.0,0.7272727272727273,0.0,other,8.0,1.0,7.0,14.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,5.0,1.0,12.0,22.0,17.0,37.0,0.0,public
god-class,quartz-1.8.3,org.quartz.xml,XMLSchedulingDataProcessor,,1.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.263157895,4.1,14,11,34,1,12,0.963869464,1100,1238,52319,1127,0,0,2,22,3,280,1,0,1,0,36,46,2438,38,49,2923,40,5,44,88,0.426742532,162,164,0.727272727,0,other,8,1,7,14,7,0,0,0,1,0,0,0,40,40,0,0,0,5,1,12,22,17,37,0,public
data-class,quartz-1.8.3,org.quartz.xml,XMLSchedulingDataProcessor,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.263157895,4.1,14,11,34,1,12,0.963869464,1100,1238,52319,1127,0,0,2,22,3,280,1,0,1,0,36,46,2438,38,49,2923,40,5,44,88,0.426742532,162,164,0.727272727,0,other,8,1,7,14,7,0,0,0,1,0,0,0,40,40,0,0,0,5,1,12,22,17,37,0,public
data-class,quickserver-1.4.7,org.quickserver.net.qsadmin,Data,,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0.8,26,1379,18243,26,0,0,6,3,7,132,0,0,1,1,23,35,781,0,52,1278,6,0,16,6,0.2,0,6,0,0,other,0,0,0,3,0,0,0,0,0,0,0,0,6,6,0,0,0,3,0,0,0,6,0,0,public
long-method,quickserver-1.4.7,org.quickserver.net.qsadmin.gui,Propertie,addToPanel(ContainerGridBagConstraintsPropertiePanelQSAdminMain),0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,3.0,98.0,7.0,0.0,8.0,0.0,15.0,1.0,2.0,2.0,8.0,2.0,2.0,0.0,1.0,0.0,3.75,2.466666666666660,1.0,5.0,5.0,1.0,6.0,0.9236453201970443,175.0,2259.0,18243.0,319.0,0.0,0.0,22.0,14.0,41.0,132.0,1.0,0.0,0.0,1.0,23.0,103.0,781.0,8.0,161.0,1278.0,30.0,0.0,16.0,36.0,0.1921182266009852,30.0,74.0,0.2413793103448276,0.0,other,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,29.0,8.0,0.0,public
god-class,quickserver-1.4.7,org.quickserver.net.server,QuickServer,,1.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.712328767,2.938271605,101,57,71,1,41,0.984028394,2065,4816,18243,3129,0,2,89,77,9,132,0,0,4,13,23,190,781,73,331,1278,162,0,16,328,0.277389517,344,476,0.385714286,0,other,3,0,3,74,3,0,0,0,3,3,0,3,159,153,6,0,0,76,19,1,3,140,70,9,public
data-class,quickserver-1.4.7,org.quickserver.net.server,TheClient,,1.0,3.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.024390244,1,11,0,1,0,0.9725,380,4816,18243,380,0,1,40,20,9,132,0,0,0,13,23,190,781,1,331,1278,41,0,16,41,0.029268293,2,42,0.024390244,0,other,0,0,0,20,0,0,0,1,0,0,0,0,42,42,0,0,0,20,0,0,0,42,1,0,public
feature-envy,quickserver-1.4.7,org.quickserver.security,SecureStoreManager,loadKeyManagers(QuickServerConfig),1.0,2.0,2.0,1.0,1.0,10.0,4.0,1.0,3.0,84.0,11.0,0.0,9.0,0.0,21.0,0.16666666666666666,6.0,3.0,2.0,1.0,13.0,0.0,0.46153846153846156,0.0,4.857142857142850,4.857142857142850,15.0,8.0,3.0,1.0,7.0,0.75,255.0,304.0,18243.0,255.0,0.0,0.0,0.0,2.0,2.0,132.0,0.0,0.0,0.0,0.0,23.0,38.0,781.0,7.0,38.0,1278.0,7.0,0.0,16.0,25.0,0.14285714285714285,34.0,34.0,1.0,0.0,other,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,5.0,7.0,0.0,public
long-method,quickserver-1.4.7,org.quickserver.util.io,ByteBufferOutputStream,ByteBufferOutputStream(ArrayListClientHandler),0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,6.0,3.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.923076923076920,3.923076923076920,3.0,4.0,3.0,2.0,3.0,0.6833333333333332,218.0,752.0,18243.0,218.0,3.0,2.0,0.0,5.0,6.0,132.0,0.0,0.0,0.0,0.0,23.0,38.0,781.0,13.0,38.0,1278.0,13.0,0.0,16.0,19.0,0.7555555555555555,51.0,51.0,1.0,0.0,other,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,11.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,11.0,12.0,2.0,public
long-method,quickserver-1.4.7,org.quickserver.util.io,ByteBufferOutputStream,close(),0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,5.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.923076923076920,3.923076923076920,3.0,4.0,3.0,2.0,3.0,0.6833333333333332,218.0,752.0,18243.0,218.0,3.0,2.0,0.0,5.0,6.0,132.0,0.0,0.0,0.0,0.0,23.0,38.0,781.0,13.0,38.0,1278.0,13.0,0.0,16.0,19.0,0.7555555555555555,51.0,51.0,1.0,0.0,other,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,11.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,11.0,12.0,2.0,public
long-method,quickserver-1.4.7,org.quickserver.util.io,ByteBufferOutputStream,isLoggable(Level),0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.923076923076920,3.923076923076920,3.0,4.0,3.0,2.0,3.0,0.6833333333333332,218.0,752.0,18243.0,218.0,3.0,2.0,0.0,5.0,6.0,132.0,0.0,0.0,0.0,0.0,23.0,38.0,781.0,13.0,38.0,1278.0,13.0,0.0,16.0,19.0,0.7555555555555555,51.0,51.0,1.0,0.0,other,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,11.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,11.0,12.0,2.0,public
long-method,quickserver-1.4.7,org.quickserver.util.io,ByteBufferOutputStream,setDebug(boolean),0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,6.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.923076923076920,3.923076923076920,3.0,4.0,3.0,2.0,3.0,0.6833333333333332,218.0,752.0,18243.0,218.0,3.0,2.0,0.0,5.0,6.0,132.0,0.0,0.0,0.0,0.0,23.0,38.0,781.0,13.0,38.0,1278.0,13.0,0.0,16.0,19.0,0.7555555555555555,51.0,51.0,1.0,0.0,other,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,11.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,11.0,12.0,2.0,public
god-class_dataclass,quickserver-1.4.7,org.quickserver.util.io,ByteBufferOutputStream,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.923076923,3.923076923,3,4,3,2,3,0.683333333,218,752,18243,218,3,2,0,5,6,132,0,0,0,0,23,38,781,13,38,1278,13,0,16,19,0.755555556,51,51,1,0,other,0,0,0,4,1,1,0,0,1,0,0,0,13,11,2,0,0,5,2,0,0,11,12,2,public
god-class_dataclass,quickserver-1.4.7,org.quickserver.util.io,JarFileList,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0,1,0,0,8,752,18243,8,0,0,0,0,6,132,0,0,1,0,23,38,781,1,38,1278,1,0,16,1,1,2,2,1,0,other,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,2,1,0,public
